what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366816302096
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366816303204
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366816304541
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366816306584
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366816306584
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366816307816
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366816308405
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366816309511
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1366816309962
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1366816310372
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366816311619
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366816311705
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366816311705
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366816312363
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366816312911
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366816312911
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366816313418
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366816314346
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366816315380
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1366816316203
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366816316203
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816318446
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816372123
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366816377245
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366816377258
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816420474
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816463445
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1366816469240
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1366816473667
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366816474565
started,bundle,org.eclipse.mylyn.java.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.java.ui",1366816523010
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1366816535221
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1366816536335
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1366816540059
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1366816541357
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1366816544092
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1366816545948
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366816548524
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816551079
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816563353
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1366816564419
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1366816564849
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1366816565172
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1366816565512
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1366816565841
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1366816566224
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1366816567012
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1366816567434
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1366816567943
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1366816568354
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366816615156
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1366816629261
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366816636676
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366816678196
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1366816683177
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1366816685746
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1366816688393
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1366816689912
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1366816691023
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366816707708
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816712570
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816751530
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816753920
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816766996
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816772225
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816774048
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816775560
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816780673
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816786189
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816790695
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1366816793797
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816796178
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816797851
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366816807565
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816817792
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816823619
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816828268
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816835467
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816837349
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816843247
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816843937
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816845061
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366816849052
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816851626
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816864694
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366816870787
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816872326
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816951842
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1366816966800
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1366816968299
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1366816969091
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1366816969999
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1366816970907
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1366816972363
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366816989245
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366816991988
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817000676
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366817008849
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817010343
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817015460
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366817020576
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817021496
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817027953
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366817030674
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817031968
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817040572
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366817044273
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366817066400
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366817069596
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817071165
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817076878
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817080189
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817086165
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1366817096836
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366817101282
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817104128
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817115250
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817119853
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817128111
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817129083
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817180118
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817181568
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817402144
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817402817
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817425413
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817426173
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817426936
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817444785
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817742981
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817746532
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817875459
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817876567
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817934161
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817939039
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817956527
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817957423
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817961771
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817962384
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817965694
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817966457
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817967500
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366817968296
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366818396278
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366818397402
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366818413869
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366818418768
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366818471570
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366818473805
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366818658210
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1366818664810
started,bundle,org.eclipse.mylyn.context.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.ui",1366818664899
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366818665069
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366818665096
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366818688712
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1366818690284
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1366818692142
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366818696821
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366818701281
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366818705409
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1366818708673
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366818709397
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366818713719
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366818715578
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366818716241
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366818721510
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366818724012
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819159597
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1366819168504
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366819169237
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819171058
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819176945
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819177886
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819246747
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1366819261101
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819292329
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819333882
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819334608
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819364727
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819365701
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819402316
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819404411
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819412501
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366819415895
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1366819416647
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366819417381
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819418581
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819437446
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819440098
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819447804
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1366819448518
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819450266
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819463430
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819468006
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819468901
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1366819468939
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: BattleshipOnline",1366819469963
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819471208
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819474486
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819475581
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366819478390
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1366819479371
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1366819495366
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1366819501046
