what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366996698642
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366996703887
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366996707633
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366996710133
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366996710899
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366996814311
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366996823711
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366996915957
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366996917488
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1366996919043
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1366996920314
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366996922969
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366997077860
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366997080448
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1366997091621
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1366997102057
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366997104316
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366997106672
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366997116189
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366997122187
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366997123946
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366997124003
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366997125201
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366997478290
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366997492589
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1366997501425
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366997586296
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366997593345
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366997595129
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366998062956
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366998064404
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366998266258
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366998269547
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366998276117
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366998276278
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1366998277356
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366998278692
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1366998283739
